Country Name,Coal,Metals,Natural Gas,Oil,Total,Country Code,Total_Log
Slovak Republic,0.0023359802994805637,2.5517579280998524,0.0,0.0,2.554093908399333,SVK,1.2681001526808755
Slovenia,0.007913218480985673,0.03592758245104285,0.0,0.0,0.04384080093202852,SVN,0.0429069883040284
South Africa,5.560787851750463,275.8535344782475,0.0,0.0,281.414322329998,ZAF,5.643375220799049
Spain,6.11732114558557e-05,5.5980188357783405,0.0,0.0,5.598080008989796,ESP,1.8867786989816997
Sri Lanka,0.0,0.2227298967589032,0.0,0.0,0.2227298967589032,LKA,0.20108597929534844
Sudan,0.0,2.157087634856253,0.0,0.02132166127096207,2.178409296127215,SDN,1.1563808502960085
Sweden,0.0,6.82088311964467,0.0,0.0,6.82088311964467,SWE,2.0567974790818586
Tajikistan,0.0039570148646940456,1.9167032124243313,0.0,0.0,1.9206602272890254,TJK,1.0718096959582215
Tanzania,0.0008235265924247954,1.7813143405150433,0.0,0.0,1.7821378671074681,TZA,1.0232196491056553
Thailand,0.07238407649578084,1.0052093523457204,0.8769804946150355,0.35958829455377805,2.3141622180103147,THA,1.19820486711548
Togo,0.0,0.12340861521922204,0.0,0.0,0.12340861521922204,TGO,0.11636746996628224
Trinidad and Tobago,0.0,0.0,0.8327984972456621,0.02592861990586824,0.8587271171515304,TTO,0.6198919078363032
Tunisia,0.0,0.0,0.0,0.008780715988996836,0.008780715988996836,TUN,0.008742389693830397
Turkiye,1.1137269026997614,19.70904465275847,0.0,0.0,20.82277155545823,TUR,3.0829539913789383
Uganda,0.0,0.00036656974311981283,0.0,0.0,0.00036656974311981283,UGA,0.000366502572846086
Ukraine,0.18240837016775177,0.0511476185176959,0.35027815706844273,0.0,0.5838341457538904,UKR,0.459848581946729
United Arab Emirates,0.0,8.44668522838096,1.6138233248504006,8.744772604944488,18.805281158175852,ARE,2.9859486272960543
United Kingdom,0.005716594822839023,0.016016653691184747,1.0094870055908671,1.3001818644648437,2.3314021185697347,GBR,1.2033932720004337
United States,22.223007136527325,128.12221698858977,115.89441517653724,78.02876102709564,344.26840032875,USA,5.8443220865354215
Uzbekistan,0.011160517070458658,8.41351858714254,1.7852252703654874,0.017141564101997034,10.227045938680483,UZB,2.4183256832720015
"Venezuela, RB",0.00033886291378640787,0.14722241103209446,0.5301723652113116,1.1886890737333995,1.866422712890592,VEN,1.0530648108156841
Viet Nam,0.4329399328160777,1.3715357413551206,0.1265767118310433,0.12644406975347233,2.0574964557557136,VNM,1.1175964293816956
"Yemen, Rep.",0.0,0.0,0.0,0.03202430149179587,0.03202430149179587,YEM,0.03152221473928874
Zambia,0.00026575539815085474,7.560802838254068,0.0,0.0,7.561068593652219,ZMB,2.1472250180693573
Zimbabwe,0.005834801058944408,2.4774710662104478,0.0,0.0,2.4833058672693924,ZWE,1.247981804717191
